year,decile,Total,Percent,Value per person
1997,1,371229070.2696033,0.004780200142959257,25617.905615182066
1997,2,797969029.5514836,0.010275196568977843,55062.72630082001
1997,3,926337960.3923745,0.011928162973552538,63920.643140517146
1997,4,1706959837.1275218,0.02197998570407434,117786.35365218892
1997,5,2574317477.9443517,0.033148677626876344,177637.14310960195
1997,6,3771271022.2715774,0.04856147248034311,260231.232560832
1997,7,5492108581.652168,0.07072015725518228,378975.1988443395
1997,8,7143557529.767413,0.0919853466761973,492931.101971254
1997,9,9978082299.956814,0.12848463187991424,688523.4819180799
1997,10,44897900919.24239,0.5781361686919229,3098116.2654735297
1998,1,392250981.81928456,0.004677648972950987,26807.74889415559
1998,2,764036695.0219108,0.009111246695139314,52216.8326286161
1998,3,1091480992.888444,0.013016066707341878,74590.37742694211
1998,4,1916913493.7603297,0.02285946715476917,131008.30329143861
1998,5,2916300777.8738112,0.03477730323367907,199296.16468761096
1998,6,4263597628.470484,0.050844010575554204,291388.57493647374
1998,7,6132758828.7919445,0.07313402481187717,419104.683167631
1998,8,7814321733.460704,0.09318690258287575,534056.9801435692
1998,9,10703335486.512304,0.12763880414887127,731451.8886429511
1998,10,47861441538.158264,0.5707545251169412,3271011.58680688
1999,1,439453458.4820576,0.0037445802128498232,29646.72862997083
1999,2,895427723.673967,0.007629934117912046,60407.99593024131
1999,3,1288622923.3684394,0.01098034799256715,86934.0162833731
1999,4,2402125295.61245,0.02046849484768287,162053.92266156987
1999,5,3515627667.8564606,0.029956641702798586,237173.82903976663
1999,6,5190837468.235432,0.04423109409313588,350164.4271610518
1999,7,7474012955.536948,0.06368601835688947,504217.2944435639
1999,8,10216466869.372345,0.08705445126414776,689230.7137133067
1999,9,13864260990.90762,0.11813728250464554,935320.8521154706
1999,10,72070367191.05743,0.614111154907371,4862063.495315216
2000,1,546735615.8068978,0.003983242909140856,36145.41952974334
2000,2,914368185.0563633,0.006661630382528673,60450.09817905351
2000,3,1539657768.6516085,0.011217178307350686,101782.09616259724
2000,4,2774526142.284429,0.020213813153858482,183427.61749864003
2000,5,3990541563.648046,0.0290730947966028,263820.01610789675
2000,6,5850699520.876112,0.04262527756793261,386771.9654178695
