year,decile,Total,Percent,Value per person
1997,1,30652419026.466778,0.010021801814473593,2115272.8608423695
1997,2,47881611203.65229,0.0156548824947991,3304002.981207031
1997,3,104797619594.05269,0.03426355920860094,7231411.785402477
1997,4,174595623665.86462,0.05708400164250923,12047724.51461942
1997,5,230842031957.5544,0.0754737527479134,15928928.50935374
1997,6,307641346906.03986,0.10058327226859111,21228356.811070926
1997,7,369594968474.3044,0.1208389955284728,25503379.000435024
1997,8,437280089333.0865,0.14296863124987239,30173895.206533708
1997,9,510460788204.08417,0.16689504502154093,35223626.01463457
1997,10,844827158738.9722,0.2762160580232265,58296105.3504673
1998,1,28702539234.8633,0.008878614619591194,1961627.8864723414
1998,2,49157575217.213295,0.015206012346708054,3359593.713587568
1998,3,112367968217.8653,0.03475901129266931,7679079.35610369
1998,4,183334698024.23083,0.056711293618898005,12529708.722268373
1998,5,242370176227.08453,0.07497285771110054,16563259.497511415
1998,6,314803583617.6439,0.09737883038628041,21514733.70814953
1998,7,384695886821.6348,0.11899875815455647,26289611.619055204
1998,8,454028806016.7705,0.14044565053393024,31029852.78955512
1998,9,540395650457.1714,0.16716168152414634,36929928.9590085
1998,10,922915397049.235,0.28548728981211946,63075136.48504887
1999,1,30540363283.832016,0.008527696793002916,2060336.1859159425
1999,2,53953650553.03397,0.01506532088423073,3639860.389464614
1999,3,126949182919.84311,0.0354476510314795,8564338.05031661
1999,4,200823622203.61636,0.056075395800273105,13548109.168428548
1999,5,260470342748.86526,0.07273037605639002,17572039.583678424
1999,6,339790039924.2057,0.09487858434513048,22921616.29278236
1999,7,417543564623.45215,0.11658947484961438,28168627.445419427
1999,8,503098214251.0906,0.14047865077314836,33940377.40343322
1999,9,606369776994.3741,0.16931486880466476,40907358.631476365
1999,10,1041775637832.518,0.29089198066206595,70281025.28722377
2000,1,36543305815.1392,0.009513471419094184,2415926.604200661
2000,2,60637378815.1811,0.015785982067556284,4008817.851063143
2000,3,143147324421.34964,0.03726614079446894,9463034.60179478
2000,4,213981008255.45822,0.0557065695305515,14146569.367675409
2000,5,275237392336.8115,0.07165369982420938,18196310.481079698
2000,6,358482603081.47894,0.09332527319532392,23698195.48367019
2000,7,435999658495.0202,0.11350561196652371,28824517.948897276
2000,8,535317011049.18353,0.1393613131371797,35388180.80578988
2000,9,655831366271.3545,0.17073531853769028,43357884.85200016
2000,10,1126039706658.8442,0.2931466195274022,74443984.30906017
2001,1,38884679166.01018,0.009435767478494318,2527933.8945527356
2001,2,68306612467.83256,0.016575302312214536,4440396.051994576
