year,decile,Total,Percent,Value per person
2009,1,6674234366.687623,0.0055153008018986645,361238.0583831794
2009,2,24278184778.578453,0.020062449806417585,1313967.8940617228
2009,3,32312287598.136414,0.026701487528018503,1748784.3047105274
2009,4,35050156083.248695,0.028963944526352373,1896961.4159900793
2009,5,64202109396.914444,0.053053867452982836,3474704.194236859
2009,6,87564649417.22687,0.07235966773346758,4739116.166976612
2009,7,121423560735.76114,0.10033921871816077,6571605.819979495
2009,8,176547188341.3132,0.14589101849521138,9554970.414099324
2009,9,255827519143.65396,0.21140488091385282,13845728.156283703
2009,10,406250727926.3594,0.3357081640236374,21986833.789379194
2010,1,5839260367.429979,0.00498122135320734,314090.7088069485
2010,2,23391450782.433113,0.019954238514498228,1258213.693853645
2010,3,31892271488.229084,0.02720592228179271,1715468.3173701835
2010,4,28836724519.296955,0.024599366853597003,1551112.0713945972
2010,5,58420131124.470345,0.049835696013408495,3142387.7749701655
2010,6,81431359001.4226,0.06946558275446571,4380149.481008155
2010,7,113480192862.49673,0.09680506164885178,6104039.2051259605
2010,8,168089492603.98022,0.14338990165243287,9041444.387283105
2010,9,247736728741.22342,0.21133352608536762,13325626.848540876
2010,10,413137133556.6671,0.35242948284237824,22222426.634213712
2011,1,6385191198.964583,0.005281283050775568,344530.9015790527
2011,2,25616857747.970345,0.021188069773137422,1382229.4149878782
2011,3,33598346746.67608,0.027789673586606885,1812893.0419616941
2011,4,29795353335.68655,0.02464416329289366,1607691.8650885744
2011,5,60389682668.54923,0.049949171071156394,3258494.721229657
2011,6,83316819978.82103,0.06891253456435571,4495350.166117461
2011,7,115092244264.03105,0.0951944428862075,6210124.872607298
2011,8,172540768913.98987,0.14271094005470095,9309921.163005982
2011,9,253152980703.61215,0.20938645446672036,13659579.167086395
2011,10,429134474408.7539,0.35494326725344544,23155154.28741995
2012,1,7355181442.563812,0.005927268349248795,391462.10243034817
2012,2,26961135482.427624,0.021726980666991948,1434866.1778833221
2012,3,35063315254.09509,0.02825622730700259,1866161.863542237
2012,4,31941648552.47244,0.02574059171297675,1699928.0762358934
2012,5,62892541426.34423,0.050682770113995676,3347306.4785962123
2012,6,85168817914.24596,0.06863439640587277,4532667.265260561
2012,7,117737945063.16548,0.09488064988308949,6265989.62550109
2012,8,175698724889.3643,0.14158909595533956,9351148.272359587
2012,9,258818408439.77432,0.20857217086044877,13774263.35496404
2012,10,439268042702.23785,0.35398984874503364,23379000.62282388
2013,1,7924487090.434268,0.006148908374921289,413595.35962600564
2013,2,28185374794.71233,0.021870095205872127,1470976.1909457925
2013,3,36108347844.81598,0.0280178287798047,1884470.948531704
2013,4,35710155237.86447,0.027708856119773313,1863689.5380128631
2013,5,65782024284.52199,0.05104275335758123,3433299.806081523
2013,6,89242079207.38766,0.0692462946776816,4657485.476091418
2013,7,122261784777.75085,0.09486752944051279,6380762.213754546
2013,8,181316927873.35434,0.14069064200524434,9462811.328915732
2013,9,266786018576.85162,0.20700933261905435,13923387.014083378
2013,10,455446042053.6844,0.35339775941955437,23770670.25332382
2014,1,7468904604.547162,0.005516204535692056,380406.6723310157
2014,2,29049202076.36649,0.021454463369947312,1479535.6053970912
2014,3,38384590986.14216,0.028349171144793243,1955006.1620730446
2014,4,39716946237.41021,0.029333190150166995,2022865.7551904966
2014,5,68555464075.82563,0.05063205140567882,3491670.7790478575
2014,6,96951841752.9071,0.07160436737878376,4937705.207685618
2014,7,128993650223.26875,0.09526903824743804,6569911.898913556
2014,8,189735993193.10602,0.14013066194454427,9663644.351283794
2014,9,281376218242.7396,0.20781210277629236,14331069.483688481
2014,10,473760601328.3996,0.34989874904666307,24129601.778975226
2015,1,7370690029.787979,0.005007562420966502,365156.8010794144
2015,2,31015583357.669914,0.021071632243187623,1536565.933003216
