year,decile,Total,Percent,Value per person
1997,1,5617008081.929791,0.015197739582648856,387620.45972878276
1997,2,5887623665.864643,0.01592993457180674,406267.1588369199
1997,3,8677045838.73157,0.023477175229280292,598747.2977319603
1997,4,14880387685.853537,0.04026133728843789,1026800.1439313785
1997,5,19460036029.3664,0.052652329412648205,1342812.3122665195
1997,6,25476028626.071934,0.06892958724854265,1757937.3879431365
1997,7,32571014127.953606,0.08812623792582301,2247516.8457047753
1997,8,36463715219.93954,0.09865858123140178,2516127.188789645
1997,9,44960350669.38121,0.12164762646791016,3102425.5223144637
1997,10,175601758529.21216,0.47511945104150044,12117151.430390019
1998,1,5457404964.442221,0.012336731074683485,372977.3759186865
1998,2,6241906928.080789,0.014110136166669236,426592.8737069976
1998,3,9414023563.66283,0.021280861103829013,643342.0053073758
1998,4,16123220791.823984,0.03644732986876802,1101915.0349797693
1998,5,22433345281.9603,0.050711675173870804,1533065.3510531196
1998,6,28184085763.241287,0.06371150554381852,1926195.035760066
1998,7,36769265947.92946,0.08311872561567998,2512763.3395701125
1998,8,40875963183.672226,0.0924021157493793,2793600.545630961
1998,9,53810012949.40029,0.12164016839637917,3677305.6071482464
1998,10,223061195287.26743,0.5042407513069225,15244750.908096462
1999,1,5422128762.173357,0.012315751553540873,365791.59159234684
1999,2,6912305527.401988,0.015700519347963134,466322.9796533757
1999,3,9697713538.682999,0.022027258263036233,654234.1994658975
1999,4,16623235711.452868,0.03775779772447539,1121448.810055513
1999,5,20195034122.122826,0.04587073339137222,1362412.0705742985
1999,6,27001606486.581764,0.06133109183152713,1821479.1207893796
1999,7,34568135959.69388,0.07851760679655369,2332060.7137349984
1999,8,39488032197.88775,0.08969259403800547,2663970.329750236
1999,9,52539469498.67066,0.11933745609558405,3544455.8792869635
1999,10,227812012044.83026,0.5174491909579418,15368819.540230066
2000,1,5410797301.261367,0.012511352490282268,357715.01396677026
2000,2,5938679964.799061,0.013731972245431757,392614.03971962584
2000,3,10337702160.946514,0.02390380353834417,683394.0742345814
2000,4,14972386260.45901,0.03462055436480546,989844.3911449828
2000,5,18736692396.876614,0.04332473571402622,1238707.681930227
2000,6,25699716101.635723,0.05942529153195045,1698930.1316609853
2000,7,32298249395.856903,0.07468303847131906,2135280.27210478
2000,8,38727106119.65526,0.0895484433465325,2560131.2963347165
2000,9,53558095238.09524,0.12384204599120863,3540796.9878418115
2000,10,226791589322.38193,0.5244087623060995,14993493.939070603
2001,1,5723720812.982511,0.013565918604488374,372105.11071268434
2001,2,5992481697.389842,0.014202914782511306,389552.2133127376
2001,3,10328096843.653168,0.02447885312688124,671396.7915005635
2001,4,14604643663.673122,0.03461479231124613,949401.5252989093
2001,5,19250367522.714138,0.045625726245642526,1251405.2865315047
2001,6,25561818181.818176,0.06058463649218105,1661692.659547434
2001,7,32047520403.340157,0.07595654426073445,2083307.573512329
2001,8,40328899742.66057,0.09558442649344105,2621653.7569174133
2001,9,50146055564.30859,0.11885228688627869,3259835.8944489756
2001,10,217935543091.22415,0.5165339007965952,14168218.898142254
2002,1,5108087537.295731,0.01230992034757422,328684.61085488263
2002,2,6958681098.086213,0.016769644101863067,447762.7628908187
2002,3,10373433404.491716,0.02499881570310015,667445.2068261303
2002,4,16447536396.889002,0.039636725385234856,1058331.9218125604
2002,5,19236063568.155994,0.046356764365521386,1237762.2783705036
2002,6,25970089909.241848,0.06258501559888202,1670961.9038245946
2002,7,31884126387.27638,0.07683718286220875,2051613.5633019998
2002,8,39937999425.73936,0.0962461171980212,2569682.114640288
2002,9,52473734866.35956,0.12645583926045734,3376470.9392162384
2002,10,206567240877.37036,0.4978039751771369,13291759.917468011
2003,1,5260882511.956747,0.01138603543248474,331540.3650086178
2003,2,6818235807.860262,0.014756587762393927,429684.6362402484
2003,3,11022539405.281763,0.0238558880452583,694639.4886111522
2003,4,15072758577.666874,0.03262170611880304,949883.9537223893
2003,5,20080502391.349552,0.04345987792169124,1265471.5396615549
2003,6,24683774589.311707,0.05342265892511538,1555471.333373981
2003,7,33873809939.696404,0.07331249069525086,2134724.5991742127
2003,8,41877945518.81888,0.09063570046151556,2639144.537359395
2003,9,51521979621.54294,0.11150811374125354,3246910.7399510294
2003,10,251834483676.44,0.5450409408962335,15870587.577290144
2004,1,5028276115.597613,0.00977433472300002,312723.1864915488
2004,2,7196970270.49462,0.013990002696368199,447600.61387490644
2004,3,9309646495.191338,0.01809677887706635,578994.1224697641
2004,4,13633697202.55671,0.02650218820650032,847866.7414525317
2004,5,18587282744.553932,0.03613133387260697,1155997.4342032422
2004,6,24207748407.983204,0.047056810403832985,1505550.619316077
2004,7,32943877998.74298,0.06403874473689668,2048748.631762623
2004,8,41234531668.386154,0.08015473005206064,2564496.0301253907
2004,9,54694840039.37054,0.10631987223362993,3401631.944733537
2004,10,307599789770.77325,0.5979352041980379,19130529.869442955
2005,1,6416859214.666849,0.009597311832081564,385258.11807557935
2005,2,6645116796.643408,0.009938703020353051,398938.39206600277
2005,3,11317985497.332056,0.01692763273979854,679473.2243100231
2005,4,15672832398.412916,0.023440916309292743,940972.1660910733
2005,5,24079892552.560772,0.03601485243461783,1445632.0197250869
2005,6,29104124047.97738,0.04352929443263853,1747260.8541740638
2005,7,38090804578.82975,0.05697013402481031,2286911.898344726
2005,8,46849227527.70557,0.07006958242871061,2812584.9509338755
2005,9,62001427463.857346,0.09273181996026053,3722244.5496702497
2005,10,428431787294.20355,0.6407797528174363,25722369.55416688
2006,1,5986581588.48238,0.0070488721804511266,339818.4474361344
2006,2,8261001742.178898,0.00972687743455023,468922.1628074529
2006,3,12922841782.366585,0.015215938943744905,733543.8373370372
2006,4,14663518517.330938,0.01726549053356282,832303.2419872255
2006,5,19236401321.063263,0.022649809765377296,1091922.6497736995
2006,6,25203748912.474213,0.02967603496693541,1430649.3110333323
2006,7,38121782195.57294,0.04488631216595706,2163797.3774306355
2006,8,49097181774.457306,0.05780924449678413,2786920.6887924904
2006,9,72853572407.30646,0.0857810943020201,4135413.090044074
2006,10,602949744444.8007,0.7099403252106169,34225449.53424537
2007,1,10743655507.065035,0.009499760229693885,590278.3092722946
2007,2,8604077679.779453,0.007607901696197871,472725.5469358526
